controller,speed_kmh,target_force_N,mean_force_N,std_force_N,cv_percent,min_force_N,max_force_N,contact_loss_percent,NoC,ATR_percent,effort_N2s,mechanical_work_J,signed_mechanical_work_J,trial,scenario_seed,measurement_noise_std_N,actuator_delay_s,actuator_time_constant_s,irregularity_scale,mass_scale_1,mass_scale_2,mass_scale_3,stiffness_scale_1,stiffness_scale_2,stiffness_scale_3,damping_scale_3,contact_stiffness_scale
Continuous,300.0,157.3,163.59541511561352,95.07242729575405,58.11435927380116,85.0321719650984,468.18547022319177,0.0,1,100.0,75.72088375517359,1.6712620475884437,-0.5411319238975387,17,584040444,2.0,0.005,0.015,0.8661421167052193,1.0885620198131156,1.0557426907339682,1.0202468878274529,0.9817896256091154,1.0207268954350577,0.9550829654296749,1.0846507031164996,1.0879170645652985
T-APIC,300.0,157.3,165.86009032775,98.35644122814887,59.30084870555077,84.85051099303922,473.2478166571319,0.0,8,27.594936708860757,21.923343252619617,0.6011198318363534,-0.1859948041122083,17,584040444,2.0,0.005,0.015,0.8661421167052193,1.0885620198131156,1.0557426907339682,1.0202468878274529,0.9817896256091154,1.0207268954350577,0.9550829654296749,1.0846507031164996,1.0879170645652985
E-APIC,300.0,157.3,166.7593762652138,98.33285353151513,58.966911326849015,84.85051099303922,476.17499528592924,0.0,6,18.73417721518987,16.561710518655012,0.43962100535633075,-0.004850706527459612,17,584040444,2.0,0.005,0.015,0.8661421167052193,1.0885620198131156,1.0557426907339682,1.0202468878274529,0.9817896256091154,1.0207268954350577,0.9550829654296749,1.0846507031164996,1.0879170645652985
ME-APIC,300.0,157.3,165.65923656460868,98.40130779079612,59.399831745825225,84.63236791963249,471.1742378136351,0.0,7,22.78481012658228,15.621104800405215,0.502044077400608,-0.09305585186399418,17,584040444,2.0,0.005,0.015,0.8661421167052193,1.0885620198131156,1.0557426907339682,1.0202468878274529,0.9817896256091154,1.0207268954350577,0.9550829654296749,1.0846507031164996,1.0879170645652985
Passive,350.0,188.825,191.35824228768573,172.2572961614846,90.01822660061593,96.76982308051946,1024.3915035180326,0.0,0,0.0,0.0,0.0,0.0,17,584040444,2.0,0.005,0.015,0.8661421167052193,1.0885620198131156,1.0557426907339682,1.0202468878274529,0.9817896256091154,1.0207268954350577,0.9550829654296749,1.0846507031164996,1.0879170645652985
Continuous,350.0,188.825,190.47471392460457,170.52026690669874,89.52383410545276,93.09649511407156,1024.4246144441342,0.0,1,99.99999999999999,129.62770312912886,2.807977834089897,-1.1696927036706122,17,584040444,2.0,0.005,0.015,0.8661421167052193,1.0885620198131156,1.0557426907339682,1.0202468878274529,0.9817896256091154,1.0207268954350577,0.9550829654296749,1.0846507031164996,1.0879170645652985
T-APIC,350.0,188.825,192.58283082261826,172.46579093600866,89.55408444216985,102.58851013844809,1000.7269718368401,0.0,7,26.923076923076923,21.989834247473148,0.8320184763079881,-0.1568249386764835,17,584040444,2.0,0.005,0.015,0.8661421167052193,1.0885620198131156,1.0557426907339682,1.0202468878274529,0.9817896256091154,1.0207268954350577,0.9550829654296749,1.0846507031164996,1.0879170645652985
E-APIC,350.0,188.825,193.91183051419935,175.36303210381723,90.4344163214818,102.58851013844809,1013.9493570737967,0.0,6,21.89349112426035,33.092298075366436,0.7492047622967499,0.0028135019656244653,17,584040444,2.0,0.005,0.015,0.8661421167052193,1.0885620198131156,1.0557426907339682,1.0202468878274529,0.9817896256091154,1.0207268954350577,0.9550829654296749,1.0846507031164996,1.0879170645652985
ME-APIC,350.0,188.825,191.0232704942375,171.1036879354753,89.57216965910806,101.94247322554772,1000.9297276870743,0.0,7,23.076923076923073,24.651041397309047,0.8159924710316088,-0.5117516604109748,17,584040444,2.0,0.005,0.015,0.8661421167052193,1.0885620198131156,1.0557426907339682,1.0202468878274529,0.9817896256091154,1.0207268954350577,0.9550829654296749,1.0846507031164996,1.0879170645652985
Passive,300.0,157.3,167.78883237574084,98.99100807754625,58.997375853876264,83.96761518972114,465.7533698450219,0.0,0,0.0,0.0,0.0,0.0,18,1536390885,2.0,0.005,0.015,1.180373534569067,1.063616077701543,0.9455548465948194,1.0725153631984512,0.931438579054431,1.002971079900867,1.059145209748668,0.9520908839995281,0.9721361888667608
Continuous,300.0,157.3,165.2180665979944,93.99449695678946,56.891173521292416,91.12076728993355,465.952875458419,0.0,1,100.0,82.00440843101111,1.7927010131482575,-0.6109763661520408,18,1536390885,2.0,0.005,0.015,1.180373534569067,1.063616077701543,0.9455548465948194,1.0725153631984512,0.931438579054431,1.002971079900867,1.059145209748668,0.9520908839995281,0.9721361888667608
T-APIC,300.0,157.3,167.77290899598916,97.56071387799675,58.150457342507586,89.40668862327273,471.31009037925793,0.0,8,27.594936708860757,23.099613874423852,0.6305413970707031,-0.22485562402952297,18,1536390885,2.0,0.005,0.015,1.180373534569067,1.063616077701543,0.9455548465948194,1.0725153631984512,0.931438579054431,1.002971079900867,1.059145209748668,0.9520908839995281,0.9721361888667608
E-APIC,300.0,157.3,168.8471771045563,97.63190586187723,57.82264621541171,89.40668835980622,474.56367872467075,0.0,6,18.73417721518987,16.811071430605853,0.454953117656472,-0.013660648761570375,18,1536390885,2.0,0.005,0.015,1.180373534569067,1.063616077701543,0.9455548465948194,1.0725153631984512,0.931438579054431,1.002971079900867,1.059145209748668,0.9520908839995281,0.9721361888667608
ME-APIC,300.0,157.3,167.7158376021785,97.68536368674198,58.244567169888505,88.49852061416158,469.5972797756308,0.0,7,22.658227848101262,17.00662660173862,0.5403265686340794,-0.10467622290506044,18,1536390885,2.0,0.005,0.015,1.180373534569067,1.063616077701543,0.9455548465948194,1.0725153631984512,0.931438579054431,1.002971079900867,1.059145209748668,0.9520908839995281,0.9721361888667608
Passive,350.0,188.825,194.79351960403636,174.25152542211376,89.45447763165889,96.45155380651705,1045.6968344953743,0.0,0,0.0,0.0,0.0,0.0,18,1536390885,2.0,0.005,0.015,1.180373534569067,1.063616077701543,0.9455548465948194,1.0725153631984512,0.931438579054431,1.002971079900867,1.059145209748668,0.9520908839995281,0.9721361888667608
Continuous,350.0,188.825,193.37857424445897,171.59177666818667,88.73360316084937,103.96024080730147,1014.5902901097658,0.0,1,99.99999999999999,137.35208513212245,2.9344460189752386,-1.3216756142619601,18,1536390885,2.0,0.005,0.015,1.180373534569067,1.063616077701543,0.9455548465948194,1.0725153631984512,0.931438579054431,1.002971079900867,1.059145209748668,0.9520908839995281,0.9721361888667608
T-APIC,350.0,188.825,195.85518752196336,174.06681420314084,88.87526360955889,103.03384484935562,1024.8598317964756,0.0,7,26.923076923076923,22.80964555504327,0.8721462173434311,-0.20325757996968566,18,1536390885,2.0,0.005,0.015,1.180373534569067,1.063616077701543,0.9455548465948194,1.0725153631984512,0.931438579054431,1.002971079900867,1.059145209748668,0.9520908839995281,0.9721361888667608
E-APIC,350.0,188.825,197.27193283343152,177.26836884817646,89.85990368830358,103.03384484935562,1039.262529796447,0.0,6,21.89349112426035,35.125670811588954,1.0812220308026912,-0.019588993229409046,18,1536390885,2.0,0.005,0.015,1.180373534569067,1.063616077701543,0.9455548465948194,1.0725153631984512,0.931438579054431,1.002971079900867,1.059145209748668,0.9520908839995281,0.9721361888667608
ME-APIC,350.0,188.825,194.37932064174467,172.6992008538157,88.84648854808634,101.50314747351885,1024.5070297871978,0.0,7,23.076923076923073,27.504210518088613,0.8797964665918221,-0.5308522724178893,18,1536390885,2.0,0.005,0.015,1.180373534569067,1.063616077701543,0.9455548465948194,1.0725153631984512,0.931438579054431,1.002971079900867,1.059145209748668,0.9520908839995281,0.9721361888667608
Passive,300.0,157.3,167.28236066249858,99.2420414655408,59.326064668448275,81.68682147156314,460.4458791636566,0.0,0,0.0,0.0,0.0,0.0,19,740107813,2.0,0.005,0.015,0.9224472227383621,0.9131756175833124,1.0436654646404628,1.013298729843878,1.0132096174751077,1.0285009819005155,0.9068236995449205,1.0038521940581977,0.9048143625884953
Continuous,300.0,157.3,164.77087863903375,94.1079078584679,57.11440555259259,87.31491798758756,457.61049245428427,0.0,1,100.0,76.61757904879683,1.667895344161237,-0.5810849333237713,19,740107813,2.0,0.005,0.015,0.9224472227383621,0.9131756175833124,1.0436654646404628,1.013298729843878,1.0132096174751077,1.0285009819005155,0.9068236995449205,1.0038521940581977,0.9048143625884953
T-APIC,300.0,157.3,167.3170616391644,97.76299322426873,58.42978131847915,86.54668585340015,459.26337713577374,0.0,8,27.594936708860757,22.75686098264533,0.6240662501379238,-0.19415277087091262,19,740107813,2.0,0.005,0.015,0.9224472227383621,0.9131756175833124,1.0436654646404628,1.013298729843878,1.0132096174751077,1.0285009819005155,0.9068236995449205,1.0038521940581977,0.9048143625884953
E-APIC,300.0,157.3,168.3084809139067,97.71381992430238,58.056385152858134,86.54668585340015,456.8608928295181,0.0,6,18.73417721518987,16.29760155257635,0.4375966988478047,0.000959749693435646,19,740107813,2.0,0.005,0.015,0.9224472227383621,0.9131756175833124,1.0436654646404628,1.013298729843878,1.0132096174751077,1.0285009819005155,0.9068236995449205,1.0038521940581977,0.9048143625884953
ME-APIC,300.0,157.3,167.24021671252441,98.07315416893177,58.64208746961471,85.90294022232636,451.49668347403133,0.0,7,22.658227848101262,15.236028141320919,0.4693585280571808,-0.09372187485012519,19,740107813,2.0,0.005,0.015,0.9224472227383621,0.9131756175833124,1.0436654646404628,1.013298729843878,1.0132096174751077,1.0285009819005155,0.9068236995449205,1.0038521940581977,0.9048143625884953
Passive,350.0,188.825,191.7371379279986,165.16365799958487,86.14067143403766,94.91871274466399,1000.662707278684,0.0,0,0.0,0.0,0.0,0.0,19,740107813,2.0,0.005,0.015,0.9224472227383621,0.9131756175833124,1.0436654646404628,1.013298729843878,1.0132096174751077,1.0285009819005155,0.9068236995449205,1.0038521940581977,0.9048143625884953
Continuous,350.0,188.825,190.33617994604145,162.82716976006245,85.54714600567398,96.18044160674441,990.6646120970421,0.0,1,99.99999999999999,135.15185480433422,2.8721545707814338,-1.2583935274721707,19,740107813,2.0,0.005,0.015,0.9224472227383621,0.9131756175833124,1.0436654646404628,1.013298729843878,1.0132096174751077,1.0285009819005155,0.9068236995449205,1.0038521940581977,0.9048143625884953
T-APIC,350.0,188.825,192.71928321717428,164.7178013443685,85.47032688926564,100.36109924415366,975.6362342208375,0.0,7,26.923076923076923,21.8913114505311,0.8638927272930338,-0.17590007995575874,19,740107813,2.0,0.005,0.015,0.9224472227383621,0.9131756175833124,1.0436654646404628,1.013298729843878,1.0132096174751077,1.0285009819005155,0.9068236995449205,1.0038521940581977,0.9048143625884953
E-APIC,350.0,188.825,194.29901388040582,167.97339515868885,86.45097666943342,100.36109924415366,993.0774898771865,0.0,6,21.89349112426035,34.8490592948009,0.7815878622386384,0.005090460490411534,19,740107813,2.0,0.005,0.015,0.9224472227383621,0.9131756175833124,1.0436654646404628,1.013298729843878,1.0132096174751077,1.0285009819005155,0.9068236995449205,1.0038521940581977,0.9048143625884953
ME-APIC,350.0,188.825,191.52261271443766,164.02726981182172,85.643813796749,99.67363993234872,979.6218764859109,0.0,7,22.928994082840234,25.542310421114102,0.832175235526564,-0.4632732412451604,19,740107813,2.0,0.005,0.015,0.9224472227383621,0.9131756175833124,1.0436654646404628,1.013298729843878,1.0132096174751077,1.0285009819005155,0.9068236995449205,1.0038521940581977,0.9048143625884953
Passive,300.0,157.3,166.35581862198066,99.69404243478458,59.928196837722126,81.60869184041262,461.27066309056494,0.0,0,0.0,0.0,0.0,0.0,20,1842023738,2.0,0.005,0.015,1.0350850335864337,1.0725714753818836,0.9775300338799153,0.9913744152867542,1.08121696561633,0.9099279965778384,0.970181990841913,1.0762915911476487,0.9275674891016495
Continuous,300.0,157.3,163.25823528744738,94.56205963963968,57.92177005536356,85.49620390133212,460.8990207998026,0.0,1,100.0,81.18301413905347,1.7576919222722869,-0.6077856723020103,20,1842023738,2.0,0.005,0.015,1.0350850335864337,1.0725714753818836,0.9775300338799153,0.9913744152867542,1.08121696561633,0.9099279965778384,0.970181990841913,1.0762915911476487,0.9275674891016495
T-APIC,300.0,157.3,166.2165001894209,98.37564267887797,59.185244886499675,85.10336349106295,466.5935357456369,0.0,8,27.594936708860757,22.506300513319044,0.6083901305420257,-0.22255565717324627,20,1842023738,2.0,0.005,0.015,1.0350850335864337,1.0725714753818836,0.9775300338799153,0.9913744152867542,1.08121696561633,0.9099279965778384,0.970181990841913,1.0762915911476487,0.9275674891016495
E-APIC,300.0,157.3,166.47293621896608,97.10489104665865,58.33073726706792,85.10336349106295,468.5464897687995,0.0,6,18.73417721518987,24.904304196561924,0.5263837826764629,-0.19208931318254768,20,1842023738,2.0,0.005,0.015,1.0350850335864337,1.0725714753818836,0.9775300338799153,0.9913744152867542,1.08121696561633,0.9099279965778384,0.970181990841913,1.0762915911476487,0.9275674891016495
ME-APIC,300.0,157.3,166.1211889528046,98.53368836704422,59.3143409267543,84.71421116120298,464.219472762577,0.0,7,22.78481012658228,16.055855134880247,0.5098958922186946,-0.08333796465803288,20,1842023738,2.0,0.005,0.015,1.0350850335864337,1.0725714753818836,0.9775300338799153,0.9913744152867542,1.08121696561633,0.9099279965778384,0.970181990841913,1.0762915911476487,0.9275674891016495
Passive,350.0,188.825,192.25949931557628,174.46352405277963,90.74377321997173,98.15582071030316,1055.3934522828133,0.0,0,0.0,0.0,0.0,0.0,20,1842023738,2.0,0.005,0.015,1.0350850335864337,1.0725714753818836,0.9775300338799153,0.9913744152867542,1.08121696561633,0.9099279965778384,0.970181990841913,1.0762915911476487,0.9275674891016495
Continuous,350.0,188.825,190.28912702744714,171.87999278583075,90.32570356005624,100.50560863104934,1034.816413059176,0.0,1,99.99999999999999,136.76255764667746,2.8452740232920983,-1.3711388418572636,20,1842023738,2.0,0.005,0.015,1.0350850335864337,1.0725714753818836,0.9775300338799153,0.9913744152867542,1.08121696561633,0.9099279965778384,0.970181990841913,1.0762915911476487,0.9275674891016495
T-APIC,350.0,188.825,193.05411106389647,174.0465479562884,90.15428213216501,101.02336928539223,1030.330486200046,0.0,7,26.923076923076923,22.2865606092634,0.8474990795843784,-0.22017586265112976,20,1842023738,2.0,0.005,0.015,1.0350850335864337,1.0725714753818836,0.9775300338799153,0.9913744152867542,1.08121696561633,0.9099279965778384,0.970181990841913,1.0762915911476487,0.9275674891016495
E-APIC,350.0,188.825,193.76548609897682,176.22069410607708,90.94534721011267,101.02336928539223,1043.0375297161247,0.0,7,27.36686390532544,52.104625993933354,1.1454821894219964,-0.4598769494617223,20,1842023738,2.0,0.005,0.015,1.0350850335864337,1.0725714753818836,0.9775300338799153,0.9913744152867542,1.08121696561633,0.9099279965778384,0.970181990841913,1.0762915911476487,0.9275674891016495
ME-APIC,350.0,188.825,191.77494959822553,173.28882596976533,90.36051180449311,100.63144958690279,1035.3522140987322,0.0,7,22.633136094674555,24.360815458019207,0.8293158695503245,-0.5244678127592642,20,1842023738,2.0,0.005,0.015,1.0350850335864337,1.0725714753818836,0.9775300338799153,0.9913744152867542,1.08121696561633,0.9099279965778384,0.970181990841913,1.0762915911476487,0.9275674891016495
Passive,300.0,157.3,165.1928789190301,97.74634856772218,59.171042485210826,84.27339224352092,467.74196858846756,0.0,0,0.0,0.0,0.0,0.0,21,1129056445,2.0,0.005,0.015,1.0293910285791483,1.0480075676660434,0.991526247451872,1.025231802051006,0.9707726244169248,0.9475894422029854,0.9901940354106452,1.0882402226611125,1.0836489204412856
Continuous,300.0,157.3,162.63488041271378,92.99370150103711,57.179432397927,87.1027562766219,463.87251884110725,0.0,1,100.0,79.47922393982007,1.7202757221847547,-0.5903760240255126,21,1129056445,2.0,0.005,0.015,1.0293910285791483,1.0480075676660434,0.991526247451872,1.025231802051006,0.9707726244169248,0.9475894422029854,0.9901940354106452,1.0882402226611125,1.0836489204412856
T-APIC,300.0,157.3,165.19079336768763,96.4303649725315,58.37514488951774,86.91473680540847,469.0911873691746,0.0,8,27.594936708860757,22.614468850906444,0.6041654246259388,-0.2172641841778567,21,1129056445,2.0,0.005,0.015,1.0293910285791483,1.0480075676660434,0.991526247451872,1.025231802051006,0.9707726244169248,0.9475894422029854,0.9901940354106452,1.0882402226611125,1.0836489204412856
E-APIC,300.0,157.3,166.19381128280494,96.43803000035037,58.02744955180423,86.91473680540847,472.2526942599626,0.0,6,18.73417721518987,16.437091730972092,0.43153494475368215,-0.015907645854542865,21,1129056445,2.0,0.005,0.015,1.0293910285791483,1.0480075676660434,0.991526247451872,1.025231802051006,0.9707726244169248,0.9475894422029854,0.9901940354106452,1.0882402226611125,1.0836489204412856
ME-APIC,300.0,157.3,165.08810718371248,96.52432734356336,58.46837121716446,86.69117394336757,467.04769035677765,0.0,7,22.78481012658228,16.454986172686993,0.5131211797895737,-0.0965533349977502,21,1129056445,2.0,0.005,0.015,1.0293910285791483,1.0480075676660434,0.991526247451872,1.025231802051006,0.9707726244169248,0.9475894422029854,0.9901940354106452,1.0882402226611125,1.0836489204412856
Passive,350.0,188.825,191.0379007129429,169.634116658934,88.79605357150012,98.26891854452295,1007.3229657440797,0.0,0,0.0,0.0,0.0,0.0,21,1129056445,2.0,0.005,0.015,1.0293910285791483,1.0480075676660434,0.991526247451872,1.025231802051006,0.9707726244169248,0.9475894422029854,0.9901940354106452,1.0882402226611125,1.0836489204412856
Continuous,350.0,188.825,189.55213874027876,167.29361498984315,88.25730804286314,94.86513113987294,1009.5787068003939,0.0,1,99.99999999999999,133.90610010574727,2.835690281511476,-1.2740366983842455,21,1129056445,2.0,0.005,0.015,1.0293910285791483,1.0480075676660434,0.991526247451872,1.025231802051006,0.9707726244169248,0.9475894422029854,0.9901940354106452,1.0882402226611125,1.0836489204412856
T-APIC,350.0,188.825,191.99609698056443,169.57944497989035,88.32442307254648,103.7635742780548,982.5174256134284,0.0,7,26.923076923076923,22.348730529001948,0.8273017257463829,-0.20837103463798576,21,1129056445,2.0,0.005,0.015,1.0293910285791483,1.0480075676660434,0.991526247451872,1.025231802051006,0.9707726244169248,0.9475894422029854,0.9901940354106452,1.0882402226611125,1.0836489204412856
E-APIC,350.0,188.825,192.6630745505812,171.0634151402603,88.7888950901953,103.7635742780548,988.1232110365704,0.0,7,27.36686390532544,46.703879903864504,1.1041134719054593,-0.4056046997729405,21,1129056445,2.0,0.005,0.015,1.0293910285791483,1.0480075676660434,0.991526247451872,1.025231802051006,0.9707726244169248,0.9475894422029854,0.9901940354106452,1.0882402226611125,1.0836489204412856
ME-APIC,350.0,188.825,190.59735234205948,168.39446568380606,88.35089449804813,103.05747430925264,982.864637618889,0.0,7,23.076923076923073,26.149860029442205,0.8391897145489176,-0.534861375075266,21,1129056445,2.0,0.005,0.015,1.0293910285791483,1.0480075676660434,0.991526247451872,1.025231802051006,0.9707726244169248,0.9475894422029854,0.9901940354106452,1.0882402226611125,1.0836489204412856
Passive,300.0,157.3,168.39857459902802,101.20787564134369,60.10019733381274,79.29936434333854,480.81366312398677,0.0,0,0.0,0.0,0.0,0.0,22,1894152364,2.0,0.005,0.015,0.9201644341696995,1.0419232970116767,1.0898352002231775,0.9994503280063571,0.9490703665185776,1.038662245524404,0.9773250624959218,0.9586177927636925,1.0804951646027714
Continuous,300.0,157.3,166.1410181209452,96.34954276282045,57.992628101436786,83.46175364445835,472.2680263261187,0.0,1,100.0,77.21706258009452,1.7056140159656827,-0.5883302912038945,22,1894152364,2.0,0.005,0.015,0.9201644341696995,1.0419232970116767,1.0898352002231775,0.9994503280063571,0.9490703665185776,1.038662245524404,0.9773250624959218,0.9586177927636925,1.0804951646027714
T-APIC,300.0,157.3,168.56976254915028,99.85018171911959,59.23374406486812,83.05330259890442,477.45782079847623,0.0,8,27.594936708860757,22.788506540638362,0.6336145392194997,-0.20864506067413915,22,1894152364,2.0,0.005,0.015,0.9201644341696995,1.0419232970116767,1.0898352002231775,0.9994503280063571,0.9490703665185776,1.038662245524404,0.9773250624959218,0.9586177927636925,1.0804951646027714
E-APIC,300.0,157.3,169.5701545479767,99.80921607464386,58.860131572507775,83.05330259890442,481.1623285780583,0.0,6,18.73417721518987,14.112564149658768,0.4450887687978745,0.00932629766651216,22,1894152364,2.0,0.005,0.015,0.9201644341696995,1.0419232970116767,1.0898352002231775,0.9994503280063571,0.9490703665185776,1.038662245524404,0.9773250624959218,0.9586177927636925,1.0804951646027714
ME-APIC,300.0,157.3,168.36494610837562,99.8642372559541,59.31415034081502,82.65128421677791,477.2299515310455,0.0,7,22.78481012658228,16.78860601622896,0.5265787640473969,-0.11956350760487129,22,1894152364,2.0,0.005,0.015,0.9201644341696995,1.0419232970116767,1.0898352002231775,0.9994503280063571,0.9490703665185776,1.038662245524404,0.9773250624959218,0.9586177927636925,1.0804951646027714
Passive,350.0,188.825,194.4336482560649,173.16783489379176,89.06268870999811,96.04210615186098,1037.7119651552039,0.0,0,0.0,0.0,0.0,0.0,22,1894152364,2.0,0.005,0.015,0.9201644341696995,1.0419232970116767,1.0898352002231775,0.9994503280063571,0.9490703665185776,1.038662245524404,0.9773250624959218,0.9586177927636925,1.0804951646027714
Continuous,350.0,188.825,193.2962152455423,171.02765388956843,88.47956679975015,92.43024301643726,1029.1660370368243,0.0,1,99.99999999999999,133.9695269365313,2.913930520426314,-1.2509073053108333,22,1894152364,2.0,0.005,0.015,0.9201644341696995,1.0419232970116767,1.0898352002231775,0.9994503280063571,0.9490703665185776,1.038662245524404,0.9773250624959218,0.9586177927636925,1.0804951646027714
T-APIC,350.0,188.825,195.66438800746002,173.30267012951478,88.57139098960988,99.10751928052466,1012.8836203551145,0.0,7,26.923076923076923,21.638790735739065,0.8520623336091742,-0.15741491632940396,22,1894152364,2.0,0.005,0.015,0.9201644341696995,1.0419232970116767,1.0898352002231775,0.9994503280063571,0.9490703665185776,1.038662245524404,0.9773250624959218,0.9586177927636925,1.0804951646027714
E-APIC,350.0,188.825,196.5581720270303,175.0612794431267,89.06334325242534,99.10751928052466,1020.7248491762581,0.0,7,27.36686390532544,47.68125522449572,1.0716839238014182,-0.34132266386529725,22,1894152364,2.0,0.005,0.015,0.9201644341696995,1.0419232970116767,1.0898352002231775,0.9994503280063571,0.9490703665185776,1.038662245524404,0.9773250624959218,0.9586177927636925,1.0804951646027714
ME-APIC,350.0,188.825,194.15340636317958,171.98094322057256,88.57992576183203,98.70230712203495,1013.3410030260555,0.0,7,23.076923076923073,26.90129273638014,0.8665548409343518,-0.512597270609218,22,1894152364,2.0,0.005,0.015,0.9201644341696995,1.0419232970116767,1.0898352002231775,0.9994503280063571,0.9490703665185776,1.038662245524404,0.9773250624959218,0.9586177927636925,1.0804951646027714
Passive,300.0,157.3,168.65106872493516,100.00524971640476,59.29713370480345,83.5904212221822,468.23279129241416,0.0,0,0.0,0.0,0.0,0.0,23,419010391,2.0,0.005,0.015,0.9336127750493464,1.0069566523127915,1.0462583554800777,1.0237863134250997,0.9481453168254821,0.9076641466588501,0.971748715310482,0.9300379968113452,1.0183847496018394
Continuous,300.0,157.3,165.36151224242346,94.39933132485724,57.08664008010875,88.20662150653231,466.67479258242315,0.0,1,100.0,86.3355113858269,1.8299872050745405,-0.6859631460635618,23,419010391,2.0,0.005,0.015,0.9336127750493464,1.0069566523127915,1.0462583554800777,1.0237863134250997,0.9481453168254821,0.9076641466588501,0.971748715310482,0.9300379968113452,1.0183847496018394
T-APIC,300.0,157.3,168.37715984820042,98.43166802244401,58.45903809708192,87.5630990279283,472.2509596482727,0.0,8,27.594936708860757,22.964066466422732,0.6273072499225892,-0.276012666817818,23,419010391,2.0,0.005,0.015,0.9336127750493464,1.0069566523127915,1.0462583554800777,1.0237863134250997,0.9481453168254821,0.9076641466588501,0.971748715310482,0.9300379968113452,1.0183847496018394
E-APIC,300.0,157.3,169.2921223880888,98.61612348603833,58.25204510105241,87.5630990279283,476.2319786848213,0.0,6,18.73417721518987,15.866876675637538,0.36311732120709406,-0.0924628106593373,23,419010391,2.0,0.005,0.015,0.9336127750493464,1.0069566523127915,1.0462583554800777,1.0237863134250997,0.9481453168254821,0.9076641466588501,0.971748715310482,0.9300379968113452,1.0183847496018394
ME-APIC,300.0,157.3,168.36779747597657,98.6106377611818,58.568585703125315,87.05818914151594,470.8633140330283,0.0,7,22.78481012658228,17.622276435757225,0.557534556897736,-0.11472181284010186,23,419010391,2.0,0.005,0.015,0.9336127750493464,1.0069566523127915,1.0462583554800777,1.0237863134250997,0.9481453168254821,0.9076641466588501,0.971748715310482,0.9300379968113452,1.0183847496018394
Passive,350.0,188.825,195.04131556232986,172.68154436086888,88.53587962273797,97.16518328034756,1034.978060780772,0.0,0,0.0,0.0,0.0,0.0,23,419010391,2.0,0.005,0.015,0.9336127750493464,1.0069566523127915,1.0462583554800777,1.0237863134250997,0.9481453168254821,0.9076641466588501,0.971748715310482,0.9300379968113452,1.0183847496018394
Continuous,350.0,188.825,192.8172200095184,169.6492797094948,87.9845066229666,96.51306795356736,1018.5684296509459,0.0,1,99.99999999999999,142.87444911910256,2.990915182169471,-1.4708580488638743,23,419010391,2.0,0.005,0.015,0.9336127750493464,1.0069566523127915,1.0462583554800777,1.0237863134250997,0.9481453168254821,0.9076641466588501,0.971748715310482,0.9300379968113452,1.0183847496018394
T-APIC,350.0,188.825,195.75421969760083,172.40324610745185,88.0712795738343,102.89299181324807,1010.7223372148084,0.0,7,26.923076923076923,22.343267662224946,0.8605514075719445,-0.25598961690794547,23,419010391,2.0,0.005,0.015,0.9336127750493464,1.0069566523127915,1.0462583554800777,1.0237863134250997,0.9481453168254821,0.9076641466588501,0.971748715310482,0.9300379968113452,1.0183847496018394
E-APIC,350.0,188.825,197.38201507983214,175.8539995947893,89.09322337380345,102.89299181324807,1029.6618640663905,0.0,6,21.89349112426035,35.36841327178727,0.8075877493526544,-0.0702257114795749,23,419010391,2.0,0.005,0.015,0.9336127750493464,1.0069566523127915,1.0462583554800777,1.0237863134250997,0.9481453168254821,0.9076641466588501,0.971748715310482,0.9300379968113452,1.0183847496018394
ME-APIC,350.0,188.825,194.45970000596577,171.28893353250675,88.08454066691033,102.00235756721706,1014.0593573909913,0.0,7,23.076923076923073,27.752112455305504,0.8706573380586207,-0.56097872130237,23,419010391,2.0,0.005,0.015,0.9336127750493464,1.0069566523127915,1.0462583554800777,1.0237863134250997,0.9481453168254821,0.9076641466588501,0.971748715310482,0.9300379968113452,1.0183847496018394
Passive,300.0,157.3,168.499918148301,100.08018079621002,59.39479490318027,79.09950323773052,473.4819307893124,0.0,0,0.0,0.0,0.0,0.0,24,803235481,2.0,0.005,0.015,1.1988512070679633,0.9336911639633952,0.9956512422568764,1.0290383657919344,0.9969616978008978,1.025539826707476,1.043676265109837,0.9528107047167507,1.0670643385112357
Continuous,300.0,157.3,165.90111422801945,94.93265527886497,57.22243380980955,83.76320949408777,465.1250592098225,0.0,1,100.0,80.05204162484706,1.7263751582779916,-0.6417616196853518,24,803235481,2.0,0.005,0.015,1.1988512070679633,0.9336911639633952,0.9956512422568764,1.0290383657919344,0.9969616978008978,1.025539826707476,1.043676265109837,0.9528107047167507,1.0670643385112357
T-APIC,300.0,157.3,168.56514760052255,98.55966822095112,58.46977837585068,83.23983716332691,470.7753601750251,0.0,8,27.594936708860757,24.904643671449616,0.6570388918178395,-0.19108182623680162,24,803235481,2.0,0.005,0.015,1.1988512070679633,0.9336911639633952,0.9956512422568764,1.0290383657919344,0.9969616978008978,1.025539826707476,1.043676265109837,0.9528107047167507,1.0670643385112357
E-APIC,300.0,157.3,168.330431139097,97.53489913339162,57.94252321066969,83.23983716332691,469.3496346530189,0.0,6,18.73417721518987,19.93608502377147,0.5296208805876498,-0.25561550761199237,24,803235481,2.0,0.005,0.015,1.1988512070679633,0.9336911639633952,0.9956512422568764,1.0290383657919344,0.9969616978008978,1.025539826707476,1.043676265109837,0.9528107047167507,1.0670643385112357
